Ano,FECHA,MES,AGENCIA,numero,ordencomp,dcliente,pproducto,tipo_medio,dmedio,bruto,INV,Grupo de Medios,INV.Dolar,,,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18
2017,feb-17,2,OGILVY,INS INSIME-028-17,36908,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,FID1065 ICODER - BNCR,"4,050,000","4,050,000",FID1065  ICODER - BNCR,7146.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,feb-17,2,OGILVY,INS INSIME-022-17,36746,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"788,838","788,838",GALLILLEO AGENCIA DIGITAL S.A.,1391.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,feb-17,2,OGILVY,INS INSIME-031-17,36991,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GPO GIGANTOGRAFIAS (VALLAS),"568,000","568,000",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,1002.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,feb-17,2,OGILVY,INS INSIME-029-17,36909,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GPO GIGANTOGRAFIAS (VALLAS),"624,232","624,232",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,1101.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,feb-17,2,OGILVY,INS INSIME-025-17,36905,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,REVISTA,MONEDA SOCIEDAD ANONIMA,"1,045,120","1,045,120",MONEDA SOCIEDAD ANONIMA,1844.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,feb-17,2,OGILVY,INS INSIME-023-17,36747,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),"2,700,000","2,700,000",UNION RADIO S.A.,4764.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,LA TRES,INSTINSTEXT24MR,82763,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,343.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,LA TRES,INSTINSTEXT24MR,82764,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"251,350","286,539",GRUPO NACION GN S.A.,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-032-17,37084,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,343.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-048-17,37449,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,343.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-049-17,37464,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"422,300","481,422",SOCIEDAD PERIODISTICA EXTRA LTDA,850.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-030-17,36929,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"3,110,500","3,514,865",GRUPO NACION GN S.A.,6206.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-033-17,37085,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"251,350","286,539",GRUPO NACION GN S.A.,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-038-17,37217,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"3,838,000","4,375,320",GRUPO NACION GN S.A.,7726.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-042-17,37236,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"2,218,500","2,529,090",GRUPO NACION GN S.A.,4466.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-044-17,37364,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"4,133,000","4,711,620",GRUPO NACION GN S.A.,8320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-053-17,37556,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,"AERIS HOLDING COSTA RICA, S.A.","8,690,400","8,690,400","AERIS HOLDING COSTA RICA, S.A.",15346.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-053-17,37557,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,"AERIS HOLDING COSTA RICA, S.A.","965,600","965,600","AERIS HOLDING COSTA RICA, S.A.",1705.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-052-17,37554,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GPO GIGANTOGRAFIAS (KIOSKOS),"566,000","566,000",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,999.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-052-17,37555,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GPO GIGANTOGRAFIAS (VALLAS),"624,232","624,232",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,1102.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-054-17,37559,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,FID1065 ICODER - BNCR,"4,050,000","4,050,000",FID1065  ICODER - BNCR,7151.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-034-17,37193,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"1,136,000","1,136,000",GALLILLEO AGENCIA DIGITAL S.A.,2006.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-041-17,37228,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"9,918,155","9,918,155",GALLILLEO AGENCIA DIGITAL S.A.,17514.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-035-17,37328,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"497,000","497,000",GALLILLEO AGENCIA DIGITAL S.A.,877.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-043-17,37351,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"497,000","497,000",GALLILLEO AGENCIA DIGITAL S.A.,877.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-036-17,37361,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"1,221,200","1,392,168",GALLILLEO AGENCIA DIGITAL S.A.,2458.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-037-17,37362,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"426,000","485,640",GALLILLEO AGENCIA DIGITAL S.A.,857.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-051-17,37494,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"369,200","369,200",GALLILLEO AGENCIA DIGITAL S.A.,651.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-142-17,37231,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,COLUMBIA / 98.7 FM / 760 AM,"734,008","734,008",GRUPO COLUMBIA,1296.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-017-17,36477,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,ENCUENTRO DEPORTIVO - RADIO COLUMBIA,"1,300,000","1,300,000",ENCUENTRO DEPORTIVO - RADIO COLUMBIA,2295.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-142-17,37230,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,"CENTRAL DE RADIOS CDR, S.A (R.MONUMENTAL","1,900,000","1,900,000",CENTRAL DE RADIOS S.A.,3355.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-000-17,37254,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),0,0,UNION RADIO S.A.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-046-17,37421,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),"2,700,000","2,700,000",UNION RADIO S.A.,4767.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-047-17,37424,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),"2,000,000","2,000,000",UNION RADIO S.A.,3531.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-026-17,36906,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,REVISTA,INVERSIONES MARIA RGJA S.A(R.EMPRESARIAL,"660,000","752,400",INVERSIONES MARIA RGJA S.A(R.EMPRESARIAL,1328.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-027-17,36907,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,REVISTA,REVISTA VIAJES S.A,"795,200","795,200",REVISTA VIAJES S.A,1404.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-045-17,37401,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,REVISTA,JONNATAN GOLDSTEIN VALERIO(REV TECNOVIAL,"200,000","226,000",JONNATAN GOLDSTEIN VALERIO(REV TECNOVIAL,399.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-039-17,37223,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,TELEVISION,TV6. REPRETEL,"8,500,000","9,630,500",REPRESENTACIONES TELEVISIVAS REPRETEL S.A.,17006.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-039-17,37357,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,TELEVISION,TV6. REPRETEL,"5,250,000","5,932,500",REPRESENTACIONES TELEVISIVAS REPRETEL S.A.,10476.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-040-17,37226,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,TELEVISION,TELEVISORA DE COSTA RICA S.A.,"9,290,199","10,497,924",TELEVISORA DE COSTA RICA S.A.,18538.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,CAMEPAUTINS-TV7,37227,INSTITUTO NACIONAL DE SEGUROS,PAUTA,TELEVISION,TELEVISORA DE COSTA RICA S.A.,"1,098,462","1,241,263",TELEVISORA DE COSTA RICA S.A.,2191.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,mar-17,3,OGILVY,INS INSIME-020-17,36480,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,TELEVISION,ASESORIAS E INVERS.LOS AMIGOS(Z.TECNICA),"4,050,000","4,576,500",ASESORIAS E INVERS.LOS AMIGOS(Z.TECNICA),8081.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,JBQ,INSTINSTDIMOTABR,37845,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"852,000","852,000",GALLILLEO AGENCIA DIGITAL S.A.,1498.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,JBQ,INSTINSTRDABRIL,37847,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,RADIO,R.963 CENTRO,"700,000","700,000",R.963 CENTRO,1231.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,JBQ,INSTINSTTVMTABR13,37844,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,TELEVISION,TV13. SISTEMA NACIONAL DE TELEVISION,"2,204,250","2,500,208",SISTEMA NACIONAL DE RADIO Y TV S.A.,4398.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,JBQ,INSTINSTTVMOTABR,37842,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,TELEVISION,TV6. REPRETEL,"7,479,000","8,476,380",REPRESENTACIONES TELEVISIVAS REPRETEL S.A.,14910.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,JBQ,INSTINSTTVMOTABR,37843,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,TELEVISION,TELEVISORA DE COSTA RICA S.A.,"11,487,150","13,044,402",TELEVISORA DE COSTA RICA S.A.,22946.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,JBQ,INSTINSTTVMOTABR,37912,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,TELEVISION,TELEVISORA DE COSTA RICA S.A.,"2,065,500","2,334,015",TELEVISORA DE COSTA RICA S.A.,4105.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,LA TRES,INSTINSTL3RCIVD4,83079,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,GALILEO AGENCIA DIGITAL,"768,597","768,597",GALLILLEO AGENCIA DIGITAL S.A.,1352.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,LA TRES,INSTINSTL3RCIVD4,83080,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,WEB LA NACION S.A. / GRUPO NACION GN S.A,"851,505","962,201",GRUPO NACION GN S.A.,1692.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-069-17,37941,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,"AERIS HOLDING COSTA RICA, S.A.","965,600","965,600","AERIS HOLDING COSTA RICA, S.A.",1698.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-069-17,37940,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,"AERIS HOLDING COSTA RICA, S.A.","8,690,400","8,690,400","AERIS HOLDING COSTA RICA, S.A.",15287.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-072-17,38031,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,REVISTA,ASOCIACION CAMARA NACIONAL DE TURISMO,"568,000","568,000",ASOCIACION CAMARA NACIONAL DE TURISMO,999.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-055-17,37637,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,342.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-066-17,37851,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"426,974","486,750",SOCIEDAD PERIODISTICA EXTRA LTDA,856.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-058-17,37644,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,EXTRA,"569,298","649,000",SOCIEDAD PERIODISTICA EXTRA LTDA,1141.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-071-17,37949,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,FID1065 ICODER - BNCR,"4,050,000","4,050,000",FID1065  ICODER - BNCR,7124.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-060-17,38050,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"934,173","934,173",GALLILLEO AGENCIA DIGITAL S.A.,1643.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-062-17,37793,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"1,136,000","1,295,040",GALLILLEO AGENCIA DIGITAL S.A.,2278.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-065-17,37805,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"1,420,000","1,420,000",GALLILLEO AGENCIA DIGITAL S.A.,2497.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-070-17,37945,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GPO GIGANTOGRAFIAS (KIOSKOS),"566,000","566,000",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,995.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-070-17,37946,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,EXTERIORES,GPO GIGANTOGRAFIAS (VALLAS),"624,232","624,232",VALLAS GIGANTOGRAFIAS DE COSTA RICA S.A.,1098.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-057-17,37643,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"849,500","968,430",GRUPO NACION GN S.A.,1703.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-068-17,37862,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,GRUPO NACION GN S.A. (NACION ).,"7,640,000","8,709,600",GRUPO NACION GN S.A.,15320.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-050-17,37467,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,REVISTA,MERCADOS Y TENDENCIAS (*),"780,668","882,155",CERCA S.A.,1551.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-056-17,37642,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,"PROPERIODICOS, LTDA S.A.","1,000,000","1,140,000",PROPERIODICOS LTDA - LA REPUBLICA,2005.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-067-17,37855,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,PRENSA,"PROPERIODICOS, LTDA S.A.","2,500,000","2,850,000",PROPERIODICOS LTDA - LA REPUBLICA,5013.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-073-17,38049,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,RADIO,UNION RADIO S.A. (RADIO ZOOM ),"2,700,000","2,700,000",UNION RADIO S.A.,4749.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-061-17,38177,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"2,000,411","2,280,468",GALLILLEO AGENCIA DIGITAL S.A.,4011.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-063-17,38184,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,GALLILLEO AGENCIA DIGITAL S.A.,"443,000","505,020",GALLILLEO AGENCIA DIGITAL S.A.,888.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,abr-17,4,OGILVY,INS INSIME-064-17,38180,INSTITUTO NACIONAL DE SEGUROS,INS INSTITUCIONAL,DIGITAL,WEB LA NACION S.A. / GRUPO NACION GN S.A,"601,648","679,863",GRUPO NACION GN S.A.,1195.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,JBQ,INSTINSTTVMOTMAY,37921,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,TELEVISION,TV6. REPRETEL,"8,577,900","9,734,121",REPRESENTACIONES TELEVISIVAS REPRETEL S.A.,16767.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,JBQ,INSTINSTTVMOTMAY,37922,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,TELEVISION,TELEVISORA DE COSTA RICA S.A.,"16,438,950","18,674,874",TELEVISORA DE COSTA RICA S.A.,32168.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTINSTEXT8MY,83265,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,PRENSA,EXTRA,"170,789","194,700",SOCIEDAD PERIODISTICA EXTRA LTDA,335.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3TOP5,83328,INSTITUTO NACIONAL DE SEGUROS,LOGROS,EXTERIORES,TOP MEDIA COSTA RICA S.A.,"795,900","795,900",TOP MEDIA ,1370.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3TOP5,83330,INSTITUTO NACIONAL DE SEGUROS,LOGROS,EXTERIORES,TOP MEDIA COSTA RICA S.A.,"341,100","341,100",TOP MEDIA ,587.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3EXLO,83278,INSTITUTO NACIONAL DE SEGUROS,LOGROS,EXTERIORES,PUBLIEX,"1,023,300","1,023,300",PUBLIEX S S.A.,1762.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3EXLO,83279,INSTITUTO NACIONAL DE SEGUROS,LOGROS,EXTERIORES,PUBLIEX,"449,115","449,115",PUBLIEX S S.A.,773.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTINSTL3RCIV5,83081,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,GALILEO AGENCIA DIGITAL,"2,152,065","2,152,065",GALLILLEO AGENCIA DIGITAL S.A.,3707.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3DI1MES,83349,INSTITUTO NACIONAL DE SEGUROS,LOGROS,DIGITAL,GALILEO AGENCIA DIGITAL,"852,750","972,135",GALLILLEO AGENCIA DIGITAL S.A.,1674.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3DI1MES,83356,INSTITUTO NACIONAL DE SEGUROS,LOGROS,DIGITAL,GALILEO AGENCIA DIGITAL,"5,502,307","5,502,307",GALLILLEO AGENCIA DIGITAL S.A.,9478.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTINSTL3RCIV5,83082,INSTITUTO NACIONAL DE SEGUROS,INSTITUCIONAL,DIGITAL,WEB LA NACION S.A. / GRUPO NACION GN S.A,"851,505","962,201",GRUPO NACION GN S.A.,1657.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3RDLO5,83255,INSTITUTO NACIONAL DE SEGUROS,LOGROS,RADIO,CENTRAL DE RADIOS CDR S.A. (DISNEY 101.1,"1,360,800","1,360,800",CENTRAL DE RADIOS S.A.,2344.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3RDLO5,83256,INSTITUTO NACIONAL DE SEGUROS,LOGROS,RADIO,TELEVISORA DE COSTA RICA S.A.,"2,046,600","2,067,066",TELEVISORA DE COSTA RICA S.A.,3560.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3TVMAY,83324,INSTITUTO NACIONAL DE SEGUROS,LOGROS,TELEVISION,TV11. REPRETEL,"1,290,000","1,470,600",REPRESENTACIONES TELEVISIVAS REPRETEL S.A.,2533.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3SINMY,83364,INSTITUTO NACIONAL DE SEGUROS,LOGROS,TELEVISION,TV13. SISTEMA NACIONAL DE TELEVISION,"1,345,200","1,529,847",SISTEMA NACIONAL DE RADIO Y TV S.A.,2635.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,may-17,5,LA TRES,INSTLOGRL3SINMAY.,83365,INSTITUTO NACIONAL DE SEGUROS,LOGROS,TELEVISION,TV13. SISTEMA NACIONAL DE TELEVISION,"2,100,000","2,373,000",SISTEMA NACIONAL DE RADIO Y TV S.A.,4087.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
